"plate","state","license_type","summons_number","issue_date","violation_time","violation","precinct","county","issuing_agency"
"FRV332","CA","PAS","9155198790","09/17/2024","07:18A","NO PARKING-STREET CLEANING","073","K","TRAFFIC"
"PM311C","FL","PAS","9155201799","09/16/2024","08:54A","NO PARKING-STREET CLEANING","094","K","TRAFFIC"
"485ZK0","CT","PAS","9155208873","09/14/2024","06:18A","DOUBLE PARKING","073","K","TRAFFIC"
"V82HRZ","FL","PAS","9155244609","11/25/2024","08:54A","FIRE HYDRANT","104","Q","TRAFFIC"
"XFF2428","VA","PAS","9155282519","09/19/2024","01:27A","FIRE HYDRANT","115","Q","TRAFFIC"
"ZNT0422","PA","PAS","9155360853","09/20/2024","11:15A","FIRE HYDRANT","018","NY","TRAFFIC"
"S961530","OH","PAS","9155367689","10/31/2024","12:00P","DOUBLE PARKING","017","NY","TRAFFIC"
"JWX6158","PA","PAS","9155424302","09/29/2024","08:43A","FIRE HYDRANT","050","BX","TRAFFIC"
"625NTJ","CT","PAS","9155446449","09/10/2024","06:33A","DOUBLE PARKING","043","BX","TRAFFIC"
"LBJ1844","NY","PAS","9155510504","09/17/2024","08:14A","SIDEWALK","120","R","TRAFFIC"
"ZMK90T","TX","PAS","9155552249","10/08/2024","09:32A","FAIL TO DSPLY MUNI METER RECPT","115","Q","TRAFFIC"
"XPVD90","NJ","PAS","9155565463","09/13/2024","02:47P","DOUBLE PARKING","009","NY","TRAFFIC"
"GML8944","PA","PAS","9155577301","10/02/2024","03:40P","FIRE HYDRANT","009","NY","TRAFFIC"
"3220777","IN","PAS","9155584366","09/17/2024","01:00P","NO STANDING-BUS LANE","009","NY","TRAFFIC"
"4FAL26","MA","PAS","9155589017","09/30/2024","08:17P","FAIL TO DSPLY MUNI METER RECPT","006","NY","TRAFFIC"
"JJG425","MS","PAS","9155597178","10/17/2024","07:44A","VIN OBSCURED","014","NY","TRAFFIC"
"9DJR207","CA","PAS","9155613809","09/26/2024","04:19P","NO STANDING-COMM METER ZONE","001","NY","TRAFFIC"
"S1917621","GA","PAS","9155683344","10/04/2024","09:37A","FIRE HYDRANT","079","K","TRAFFIC"
"HLD9387","PA","PAS","9155702600","10/01/2024","07:45A","FIRE HYDRANT","102","Q","TRAFFIC"
"AW84438","CT","999","9155742798","09/19/2024","09:51A","NO PARKING-STREET CLEANING","066","K","TRAFFIC"
"KXH7180","PA","PAS","9155746202","09/15/2024","01:51P","NO STANDING-BUS STOP","094","K","TRAFFIC"
"W66RZL","NJ","PAS","9155772687","09/18/2024","03:48P","NO STANDING-DAY/TIME LIMITS","018","NY","TRAFFIC"
"G2259L","FL","PAS","9155782747","09/16/2024","04:10P","FIRE HYDRANT","024","NY","TRAFFIC"
"5872ZV","ME","PAS","9155802825","10/10/2024","08:33A","FIRE HYDRANT","048","BX","TRAFFIC"
"S2061888","GA","PAS","9155803726","10/17/2024","09:01A","FIRE HYDRANT","046","BX","TRAFFIC"
"H82RRL","NJ","PAS","9155883710","09/15/2024","09:10A","FIRE HYDRANT","001","NY","TRAFFIC"
"BNB8664","TN","PAS","9155894847","10/23/2024","03:07P","FIRE HYDRANT","018","NY","TRAFFIC"
"K24UCL","NJ","PAS","9155925418","09/20/2024","08:26A","FIRE HYDRANT","030","NY","TRAFFIC"
"RMJS64","FL","PAS","9156013565","09/20/2024","09:31A","NO PARKING-STREET CLEANING","061","K","TRAFFIC"
"KJH5281","PA","PAS","9156127030","09/18/2025","04:07P","CROSSWALK","103","Q","TRAFFIC"
"7471BF7","AL","PAS","9156127595","10/08/2025","01:52P","FIRE HYDRANT","106","Q","TRAFFIC"
"DA18794","VA","PAS","9156169565","10/05/2024","05:10P","FAIL TO DSPLY MUNI METER RECPT","018","NY","TRAFFIC"
"S845383","OH","PAS","9156247369","10/10/2024","08:50A","NO PARKING-STREET CLEANING","040","BX","TRAFFIC"
"KNM9857","NY","PAS","9156333420","09/18/2024","10:12A","FAIL TO DSPLY MUNI METER RECPT","067","K","TRAFFIC"
"38104770","IL","PAS","9156373545","11/13/2024","02:54P","DOUBLE PARKING","079","K","TRAFFIC"
"3GA4431","MD","PAS","9156403409","09/25/2024","04:25P","VIN OBSCURED","103","Q","TRAFFIC"
"VZK4079","VA","PAS","9156411832","09/16/2024","07:17A","FIRE HYDRANT","104","Q","TRAFFIC"
"83533ME","NY","COM","9156465476","09/26/2024","11:05A","DOUBLE PARKING","013","NY","TRAFFIC"
"PM832I","FL","PAS","9156485402","09/19/2024","02:45P","SAFETY ZONE","007","NY","TRAFFIC"
"AANQ3920","MT","PAS","9156491402","10/02/2024","08:39A","FIRE HYDRANT","014","NY","TRAFFIC"
"9440501","IL","PAS","9156530626","09/19/2024","01:26P","BIKE LANE","025","NY","TRAFFIC"
"V49RMM","NJ","PAS","9156533196","10/01/2024","05:59P","EXPIRED MUNI METER","023","NY","TRAFFIC"
"989358T","NJ","PAS","9156542010","10/12/2024","02:39P","FIRE HYDRANT","024","NY","TRAFFIC"
"CES3253","GA","PAS","9156562548","10/02/2024","09:43A","FIRE HYDRANT","048","BX","TRAFFIC"
"HHK2261","PA","PAS","9156567303","10/25/2024","12:32P","DOUBLE PARKING","041","BX","TRAFFIC"
"BSE3501","WA","PAS","9156595645","09/15/2024","07:56A","CROSSWALK","062","K","TRAFFIC"
"49JC87","SD","PAS","9156664953","11/29/2024","12:22P","NO PARKING-STREET CLEANING","075","K","TRAFFIC"
"G3331J","NY","999","9156717295","10/02/2024","04:08P","FAIL TO DSPLY MUNI METER RECPT","114","Q","TRAFFIC"
"LDZ7359","PA","PAS","9156743865","10/09/2024","12:52P","DOUBLE PARKING","013","NY","TRAFFIC"
"3091149","IN","PAS","9156748383","01/22/2025","07:38A","DOUBLE PARKING-MIDTOWN COMML","013","NY","TRAFFIC"
"P640936","IN","PAS","9156782494","09/30/2024","09:21A","DETACHED TRAILER","001","NY","TRAFFIC"
"4DKG59","MA","PAS","9156786189","10/03/2024","10:23A","NO STANDING-COMM METER ZONE","005","NY","TRAFFIC"
"XLHH57","NJ","PAS","9156806462","10/03/2024","11:25A","FAIL TO DISP. MUNI METER RECPT","018","NY","TRAFFIC"
"60446D","MN","PAS","9156819432","10/28/2024","07:29A","VIN OBSCURED","018","NY","TRAFFIC"
"JCB5485","PA","PAS","9156825810","09/17/2024","05:46A","FIRE HYDRANT","019","NY","TRAFFIC"
"JCB5485","PA","PAS","9156836466","09/27/2024","12:10P","NO PARKING-DAY/TIME LIMITS","019","NY","TRAFFIC"
"54243MN","NY","COM","9156964328","10/11/2024","11:10A","DOUBLE PARKING","009","NY","TRAFFIC"
"XPMM42","NJ","PAS","9156979599","10/09/2024","02:15P","NO STANDING-BUS STOP","018","NY","TRAFFIC"
"Y34URA","NJ","PAS","9157049816","10/05/2024","08:40A","FIRE HYDRANT","115","Q","TRAFFIC"
"RBV1213","NC","PAS","9157076315","09/23/2024","01:05P","NO STANDING-BUS LANE","017","NY","TRAFFIC"
"SWELL","NH","PAS","9157106071","09/27/2024","09:58A","NO PARKING-STREET CLEANING","006","NY","TRAFFIC"
"S66UDD","NJ","PAS","9157109655","10/10/2024","05:45P","VIN OBSCURED","005","NY","TRAFFIC"
"Y26SZF","NJ","PAS","9157129319","10/08/2024","10:18A","NO STANDING-TAXI STAND","010","NY","TRAFFIC"
"LNK4852","NY","PAS","9157142634","09/24/2024","08:52P","EXPIRED MUNI METER","009","NY","TRAFFIC"
"P30RUF","NJ","PAS","9157172262","09/28/2024","02:37P","EXPIRED MUNI METER","009","NY","TRAFFIC"
"8GB686","SD","PAS","9157237700","10/04/2024","10:30A","FAIL TO DSPLY MUNI METER RECPT","028","NY","TRAFFIC"
"P78SVY","NJ","PAS","9157277503","10/08/2024","08:07A","FIRE HYDRANT","043","BX","TRAFFIC"
"2E70856","NY","TRA","9157291494","09/17/2024","03:10P","DOUBLE PARKING","045","BX","TRAFFIC"
"OHD026","CO","PAS","9157308834","09/16/2024","03:03P","FIRE HYDRANT","062","K","TRAFFIC"
"S2003956","GA","PAS","9157350346","09/30/2024","09:22A","FIRE HYDRANT","077","K","TRAFFIC"
"HPC8708","PA","PAS","9157372019","10/07/2024","11:12A","CROSSWALK","084","K","TRAFFIC"
"LWA2083","PA","PAS","9157478272","10/23/2024","07:37A","NO STANDING-COMM METER ZONE","014","NY","TRAFFIC"
"958MX0","CT","PAS","9157522534","09/28/2024","01:06P","FIRE HYDRANT","028","NY","TRAFFIC"
"TT297","RI","PAS","9157530154","10/05/2024","09:28A","FIRE HYDRANT","049","BX","TRAFFIC"
"KSS8158","PA","PAS","9157530877","10/12/2024","09:04A","FIRE HYDRANT","049","BX","TRAFFIC"
"S1998887","GA","PAS","9157571776","10/01/2024","08:28A","NO PARKING-DAY/TIME LIMITS","043","BX","TRAFFIC"
"BLANKPLATE","99","999","9157578515","09/25/2024","01:56A","NO STANDING-DAY/TIME LIMITS","042","BX","TRAFFIC"
"725273E","MT","PAS","9157659369","10/05/2024","06:19A","WRONG WAY","110","Q","TRAFFIC"
"CKE0006","DP","PAS","9157693985","04/10/2025","11:16A","NO STANDING-TAXI STAND","014","NY","TRAFFIC"
"KKD6069","PA","PAS","9157704041","10/13/2024","03:58P","NO STANDING EXCP D/S","017","NY","TRAFFIC"
"HFE2370","PA","PAS","9157708496","09/27/2024","08:12A","NO PARKING-STREET CLEANING","025","NY","TRAFFIC"
"DPS23","DE","PAS","9157724805","10/22/2024","02:23P","DOUBLE PARKING","025","NY","TRAFFIC"
"HKP7317","NC","PAS","9157729700","09/23/2024","07:08A","CROSSWALK","045","BX","TRAFFIC"
"A39RMH","NJ","PAS","9157743393","10/09/2024","01:50P","SIDEWALK","120","R","TRAFFIC"
"63EETX","FL","PAS","9157760380","09/19/2024","02:04P","EXPIRED MUNI METER","114","Q","TRAFFIC"
"KXU5875","NY","PAS","9157775151","09/18/2024","04:38P","REG. STICKER-EXPIRED/MISSING","114","Q","TRAFFIC"
"3220777","IN","PAS","9157795502","09/17/2024","02:49P","DOUBLE PARKING","009","NY","TRAFFIC"
"F71NZY","NJ","PAS","9157827620","10/05/2024","05:25P","FAIL TO DSPLY MUNI METER RECPT","006","NY","TRAFFIC"
"XHJM60","NJ","PAS","9157867501","10/01/2024","10:31A","FIRE HYDRANT","017","NY","TRAFFIC"
"GTH8637","NY","PAS","9157878122","11/26/2024","05:19P","FIRE HYDRANT","018","NY","TRAFFIC"
"S1999579","GA","PAS","9157890213","09/20/2024","02:30P","FAIL TO DSPLY MUNI METER RECPT","020","NY","TRAFFIC"
"KFH4112","NC","PAS","9157914448","10/11/2024","01:25P","FIRE HYDRANT","028","NY","TRAFFIC"
"307885","IN","PAS","9157916238","10/02/2024","01:54P","BIKE LANE","033","NY","TRAFFIC"
"2321636","ME","PAS","9158084915","10/03/2024","10:27A","DETACHED TRAILER","106","Q","TRAFFIC"
"JFG9886","PA","PAS","9158137178","09/25/2024","07:38A","FIRE HYDRANT","101","Q","TRAFFIC"
"JGEH80","FL","PAS","9158171812","09/26/2024","03:58P","VIN OBSCURED","013","NY","TRAFFIC"
"2FL5483","MD","PAS","9158208136","09/28/2024","01:27P","VIN OBSCURED","001","NY","TRAFFIC"
"70DMM","NJ","PAS","9158234585","04/05/2025","03:05P","NO STANDING-TAXI STAND","017","NY","TRAFFIC"
"T75NMY","NJ","PAS","9158261527","02/26/2025","03:38P","FIRE HYDRANT","025","NY","TRAFFIC"
"S2008311","GA","PAS","9158270899","09/30/2024","08:16A","NO PARKING-STREET CLEANING","052","BX","TRAFFIC"
"53109K3","NY","999","9158379563","01/23/2025","02:06P","FAIL TO DSPLY MUNI METER RECPT","107","Q","TRAFFIC"
"LPA5724","NY","PAS","9158384613","10/17/2024","08:52P","REG. STICKER-EXPIRED/MISSING","102","Q","TRAFFIC"
"58918M5","MD","PAS","9158400205","09/29/2024","01:03P","VIN OBSCURED","102","Q","TRAFFIC"
"PWP3016","GA","PAS","9158475369","09/29/2024","11:33A","NO STANDING-DAY/TIME LIMITS","001","NY","TRAFFIC"
